"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"03/01/2024";"14/06/2023";"Ministério da Educação";"Universidade Federal do Estado do Rio de Janeiro";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00016/2023";
"03/01/2024";"13/12/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00080/2023";
"03/01/2024";"26/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO NACIONAL DO CANCER - RJ";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00303/2023";
"03/01/2024";"15/12/2023";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS MARACANAU/IFCE";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00006/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPSA";"Encerrado";"Dispensa de Licitação";"Sem informação";"90043/2024";
"03/01/2024";"03/01/2024";"Ministério da Educação";"Universidade Federal de Viçosa";"UNIVERSIDADE FEDERAL DE VICOSA";"Evento de Alteração Publicado";"Pregão";"Contrato";"00147/2023";
"03/01/2024";"08/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00047/2023";
"03/01/2024";"14/11/2023";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00027/2023";
"03/01/2024";"28/12/2023";"Ministério da Educação";"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00016/2023";
"03/01/2024";"03/01/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00348/2023";
"03/01/2024";"27/10/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Publicado";"Pregão";"Sem informação";"00011/2023";
"03/01/2024";"09/11/2023";"Ministério da Educação";"Universidade Federal Rural do Rio de Janeiro";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"Publicado";"Pregão";"Contrato";"00079/2023";
"03/01/2024";"12/12/2023";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"DEPTO.DE POLICIA RODOVIARIA FEDERAL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00024/2023";
"03/01/2024";"14/12/2023";"Ministério de Minas e Energia";"Empresas de Energia";"ELETROBRAS TERMONUCLEAR S/A";"Publicado";"Pregão";"Sem informação";"00263/2023";
"03/01/2024";"09/11/2023";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE RECIFE";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00079/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"00026/2023";
"03/01/2024";"12/12/2023";"Ministério da Educação";"Universidade Federal de Alagoas";"UNIVERSIDADE FEDERAL DE ALAGOAS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00030/2023";
"03/01/2024";"27/11/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00073/2023";
"03/01/2024";"02/01/2024";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"Publicado";"Pregão";"Contrato";"00015/2023";
"03/01/2024";"04/12/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"CONAB SEDE SUREG BAHIA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00905/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPAT";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"00014/2023";
"03/01/2024";"07/12/2023";"Ministério da Defesa";"Comando do Exército";"COMANDO/1A BRIGADA DE INFANTARIA DE SELVA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00027/2023";
"03/01/2024";"24/11/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00191/2023";
"03/01/2024";"13/12/2023";"Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"Publicado";"Pregão";"Contrato";"00235/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"00199/2023";
"03/01/2024";"20/11/2023";"Ministério da Defesa";"Comando do Exército";"7º BATALHAO DE ENGENHARIA DE CONSTRUCAO";"Publicado";"Pregão - Registro de Preço";"Contrato";"00002/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"00172/2023";
"03/01/2024";"28/12/2023";"Ministério da Educação";"Instituto Federal de Brasília";"IFB - REITORIA - BRASILIA-DF";"Publicado";"Pregão";"Sem informação";"00041/2023";
"03/01/2024";"07/12/2023";"Ministério da Educação";"Universidade Federal da Integração Latino-Americana";"UNIV. FEDERAL DA INTEGRACAO LATINO-AMERICANA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00022/2023";
"03/01/2024";"03/01/2024";"Ministério da Educação";"Instituto Federal do Sudeste de Minas Gerais";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"Publicado";"Pregão";"Contrato";"00032/2022";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPSA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00073/2023";
"03/01/2024";"26/09/2023";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Rodoviária Federal";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-GO";"Publicado";"Pregão - Registro de Preço";"Contrato";"00007/2023";
"03/01/2024";"31/10/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00062/2023";
"03/01/2024";"19/09/2023";"Ministério da Economia";"Banco do Nordeste do Brasil";"BANCO DO NORDESTE DO BRASIL S/A";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00060/2023";
"03/01/2024";"18/12/2023";"Ministério da Economia";"Companhia de Entrepostos e Armazéns Gerais de São Paulo";"CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00032/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPAT";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"00009/2023";
"03/01/2024";"08/12/2023";"Ministério da Defesa";"Comando do Exército";"16 BATALHAO LOGISTICO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00005/2023";
"03/01/2024";"13/11/2023";"Ministério da Educação";"Universidade Federal de Pernambuco";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00032/2023";
"03/01/2024";"27/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - BAHIA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00030/2023";
"03/01/2024";"15/12/2023";"Ministério da Integração e do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC E DO PARNAIBA";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"00019/2023";
"03/01/2024";"17/10/2023";"Ministério da Economia";"Banco do Nordeste do Brasil";"BANCO DO NORDESTE DO BRASIL S/A";"Publicado";"Pregão";"Sem informação";"00071/2023";
"03/01/2024";"27/12/2023";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00411/2023";
"03/01/2024";"11/12/2023";"Ministério da Economia";"Banco do Nordeste do Brasil";"BANCO DO NORDESTE DO BRASIL S/A";"Publicado";"Pregão";"Sem informação";"00102/2023";
"03/01/2024";"13/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00039/2023";
"03/01/2024";"06/11/2023";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REG. ADM. DO ME - PARANA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00009/2023";
"03/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPSA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00039/2023";
"04/01/2024";"21/11/2023";"Ministério da Educação";"Instituto Federal do Piauí";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00074/2023";
"04/01/2024";"30/11/2023";"Ministério da Educação";"Instituto Federal de Brasília";"IFB - REITORIA - BRASILIA-DF";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00030/2023";
"04/01/2024";"11/12/2023";"Ministério da Defesa";"Comando do Exército";"COMANDO 5º BRIGADA DE CAVALARIA BLINDADA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00010/2023";
"04/01/2024";"03/01/2024";"Ministério da Defesa";"Comando do Exército";"17 REGIMENTO DE CAVALARIA MECANIZADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"04/01/2024";"13/11/2023";"Ministério da Defesa";"Comando do Exército";"3º BATALHAO DE INFANTARIA DE SELVA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"04/01/2024";"11/12/2023";"Ministério da Defesa";"Comando do Exército";"INSTITUTO DE BIOLOGIA DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00015/2023";
"04/01/2024";"04/01/2024";"Ministério da Educação";"Instituto Federal do Sudeste de Minas Gerais";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00047/2023";
"04/01/2024";"06/12/2023";"Ministério da Educação";"Fundação Universidade Federal do Vale do São Francisco";"FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00044/2023";
"04/01/2024";"15/12/2023";"Ministério da Defesa";"Comando do Exército";"COMANDO 11 BRIGADA INFANTARIA LEVE (GLO)";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"04/01/2024";"25/10/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00195/2023";
"04/01/2024";"Sem informação";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN";"Encerrado";"Dispensa de Licitação";"Contrato";"00082/2023";
"04/01/2024";"12/12/2023";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00087/2023";
"04/01/2024";"23/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO PROF. EDGARD SANTOS";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00038/2023";
"04/01/2024";"26/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA AL/SE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00024/2023";
"04/01/2024";"03/01/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE CIENCIA E TEC. EM BIOMODELOS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00033/2023";
"04/01/2024";"Sem informação";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00244/2023";
"04/01/2024";"04/01/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - TOCANTINS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00012/2023";
"04/01/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"90001/2024";
"04/01/2024";"28/12/2023";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REG. ADM. DO ME - BAHIA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00019/2023";
"04/01/2024";"Sem informação";"Ministério da Educação";"Instituto Federal do Rio Grande do Norte";"INST.FED. DO RN/CAMPUS CURRAIS NOVOS";"Encerrado";"Dispensa de Licitação";"Contrato";"00004/2023";
"04/01/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Contrato";"00324/2023";
"04/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Dispensa de Licitação";"Sem informação";"00194/2023";
"04/01/2024";"27/12/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC E DO PARNAIBA";"Divulgado";"Pregão";"Sem informação";"00002/2023";
"04/01/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"INSTITUTO MILITAR DE ENGENHARIA";"Encerrado";"Dispensa de Licitação";"Contrato";"00031/2023";
"04/01/2024";"04/01/2024";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/3";"Publicado";"Pregão";"Sem informação";"00013/2023";
"04/01/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DA GUARNICAO DE NATAL";"Evento de Alteração de Resultado de Julgamento Publicado";"Tomada de Preços";"Contrato";"00002/2023";
"04/01/2024";"27/12/2023";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"00416/2023";
"04/01/2024";"19/10/2023";"MINISTERIO DO TRABALHO E EMPREGO";"MINISTERIO DO TRABALHO E EMPREGO";"SERVIÇO SOCIAL DO COMÉRCIO - SESC MG";"Divulgado";"Pregão";"Sem informação";"00190/2023";
"04/01/2024";"11/10/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MEDIO PURUS";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00051/2023";
"04/01/2024";"29/12/2023";"Ministério de Minas e Energia";"Agência Nacional de Mineração";"AGENCIA NACIONAL DE MINERACAO - DF";"Publicado";"Pregão";"Contrato";"00020/2023";
"04/01/2024";"04/01/2024";"Ministério da Saúde";"Agência Nacional de Saúde Suplementar";"AGENCIA NACIONAL DE SAUDE S. - DF";"Publicado";"Pregão";"Contrato";"00004/2023";
"04/01/2024";"21/11/2023";"Ministério do Trabalho e Emprego";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"SENAC - ADMINISTRACAO REGIONAL EM M. GERAIS";"Divulgado";"Pregão";"Sem informação";"00035/2023";
"04/01/2024";"04/01/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00428/2023";
"04/01/2024";"18/12/2023";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00076/2023";
"04/01/2024";"Sem informação";"Ministério da Educação";"Universidade Federal da Integração Latino-Americana";"UNIV. FEDERAL DA INTEGRACAO LATINO-AMERICANA";"Encerrado";"Dispensa de Licitação";"Sem informação";"00041/2023";
"04/01/2024";"21/12/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH HC-UFPE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00124/2023";
"04/01/2024";"31/10/2023";"Ministério do Desenvolvimento Regional";"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00026/2023";
"04/01/2024";"30/11/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"SUPERINTENDENCIA ESTADUAL DO MS/MG";"Evento de Suspensão Publicado";"Pregão";"Contrato";"00004/2023";
"04/01/2024";"22/12/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO JULIO BANDEIRA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00029/2023";
"04/01/2024";"20/11/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"CONAB SEDE SUREG SERGIPE";"Encerrado";"Dispensa de Licitação";"Sem informação";"00007/2023";
"04/01/2024";"18/10/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00080/2023";
"04/01/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/SGE-GCIN";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"00034/2023";
"04/01/2024";"19/12/2023";"Ministério do Turismo";"Instituto do Patrimônio Histórico e Artístico Nacional";"IPHAN - EXECUCAO ORCAMENTARIA E FINANCEIRA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00020/2023";
