"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"16/02/2024";"04/03/2024";"01/03/2024";"01/03/2025";"Ministério da Educação";"Instituto Federal da Paraíba";"IFPB - CAMPUS PATOS";"Pregão - Registro de Preço";"Serviços";"00004/2024";"MONGERAL AEGON SEGUROS E PREVIDENCIA S/A";"33.608.308/0001-73";"Não se aplica";"15,00";
"22/03/2024";"26/03/2024";"01/04/2024";"01/04/2025";"Ministério da Educação";"Universidade Federal de Lavras";"UNIVERSIDADE FEDERAL DE LAVRAS";"Pregão";"Outros";"00017/2024";"SANTOS & PEREIRA LTDA";"09.147.880/0001-06";"Não se aplica";"20,90";
"11/03/2024";"14/03/2024";"11/03/2024";"09/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"Pregão - Registro de Preço";"Materiais";"00010/2024";"HOSPITALARE MATERIAL MEDICO HOSPITALAR ME LTDA";"18.063.588/0001-98";"Não se aplica";"22,62";
"08/02/2024";"19/02/2024";"19/02/2024";"18/05/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00052/2024";"BRASIL MED CARE IMPORTACAO, EXPORTACAO, COMERCIO E DISTRIBUICAO LTDA.";"17.152.616/0001-80";"Não se aplica";"23,60";
"15/02/2024";"22/02/2024";"15/02/2024";"15/02/2025";"Ministério da Defesa";"Comando do Exército";"10ª COMPANHIA DE ENGENHARIA DE COMBATE";"Pregão";"Outros";"00014/2024";"JOSE RONACIO FERREIRA";"20.735.084/0001-19";"Não se aplica";"27,00";
"31/01/2024";"05/02/2024";"01/02/2024";"31/01/2025";"Ministério da Educação";"Instituto Federal do Espírito Santo";"INST.FED. ESPIRITO SANTO/CAMPUS IBATIBA";"Pregão";"Serviços";"00001/2024";"CARLOS EDUARDO DA CUNHA ALMEIDA 18698268765";"46.281.449/0001-76";"Não se aplica";"34,50";
"01/02/2024";"22/02/2024";"01/02/2024";"30/04/2024";"Ministério da Defesa";"Comando do Exército";"28º BATALHAO DE CACADORES";"Sem Informação";"Outros";"00329/2024";"EVISON BARBOSA DE OLIVEIRA";"***.837.275-**";"Não se aplica";"55,12";
"01/04/2024";"03/04/2024";"01/04/2024";"29/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Outros";"00115/2024";"SEND PHARMA DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA";"47.783.547/0001-74";"Não se aplica";"60,00";
"01/01/2024";"21/02/2024";"01/01/2024";"30/04/2024";"Ministério da Defesa";"Comando do Exército";"28º BATALHAO DE CACADORES";"Sem Informação";"Outros";"00001/2024";"ADINAILTON GONZAGA DA SILVA";"***.004.135-**";"Não se aplica";"63,19";
"21/04/2024";"Sem informação";"01/06/2023";"31/08/2023";"Ministério da Defesa";"Comando do Exército";"71º BATALHAO DE INFANTARIA MOTORIZADO";"Inexigibilidade de Licitação";"Serviços";"00230/2023";"JOSE TOME CAVALCANTE";"***.690.734-**";"Não se aplica";"72,00";
"28/02/2024";"01/03/2024";"01/03/2024";"01/03/2025";"Ministério da Educação";"Instituto Federal da Paraíba";"IFPB - CAMPUS ITABAIANA";"Pregão - Registro de Preço";"Serviços";"00001/2024";"MONGERAL AEGON SEGUROS E PREVIDENCIA S/A";"33.608.308/0001-73";"Não se aplica";"72,00";
"04/01/2024";"09/01/2024";"01/03/2024";"01/03/2025";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS LIMOEIRO DO NORTE/IFCE";"Dispensa de Licitação";"Outros";"00001/2024";"51.726.857 FRANCISCA FRANCILENE CUNHA DE OLIVEIRA";"51.726.857/0001-24";"Não se aplica";"78,45";
"01/02/2024";"06/02/2024";"01/02/2024";"30/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00043/2024";"DIAMED LATINO AMERICA S.A";"71.015.853/0001-45";"Não se aplica";"94,50";
"01/02/2024";"06/02/2024";"01/02/2024";"30/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00033/2024";"DIAMED LATINO AMERICA S.A";"71.015.853/0001-45";"Não se aplica";"94,50";
"09/01/2024";"01/03/2024";"09/01/2024";"08/01/2025";"Ministério da Defesa";"Comando do Exército";"7º BATALHAO DE ENGENHARIA DE COMBATE";"Pregão - Registro de Preço";"Outros";"00001/2024";"FRANCISCO DOEGE ESTEVES FILHO";"***.913.324-**";"Não se aplica";"100,00";
"16/02/2024";"28/02/2024";"22/02/2024";"21/05/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00068/2024";"MOGI MEDICAL EQUIPAMENTOS LTDA";"28.199.997/0001-70";"Não se aplica";"117,12";
"01/02/2024";"05/02/2024";"01/02/2024";"30/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00046/2024";"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"28.387.424/0001-70";"Não se aplica";"120,00";
"13/03/2024";"15/03/2024";"13/03/2024";"12/03/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"GERENCIA REG.DE ADM.DO ME - SANTA CATARINA";"Dispensa de Licitação";"Materiais";"00004/2024";"51.038.911 GUILHERME DA SILVA";"51.038.911/0001-49";"Não se aplica";"150,00";
"28/02/2024";"29/02/2024";"04/03/2024";"04/03/2025";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ";"Pregão";"Bens patrimoniais";"00020/2024";"RI EMPREENDIMENTO COMERCIAL LTDA";"49.495.719/0001-30";"Não se aplica";"150,00";
"02/04/2024";"04/04/2024";"02/04/2024";"02/04/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Conselho Nacional de Desenvolvimento Científico e Tecnológico";"CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"Pregão - Registro de Preço";"Outros";"00025/2024";"LER - LIVRARIA E PAPELARIA LTDA";"10.863.879/0001-59";"Não se aplica";"154,80";
"15/01/2024";"18/01/2024";"15/01/2024";"15/01/2025";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso";"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"Pregão - Registro de Preço";"Bens patrimoniais";"00011/2024";"RI EMPREENDIMENTO COMERCIAL LTDA";"49.495.719/0001-30";"Não se aplica";"159,74";
"26/01/2024";"29/01/2024";"04/02/2024";"20/03/2024";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ";"Pregão";"Bens patrimoniais";"00012/2024";"DIGITAL HOME LTDA";"51.204.249/0001-50";"Não se aplica";"166,60";
"01/03/2024";"01/03/2024";"01/07/2024";"30/06/2027";"Justiça do Trabalho";"Justiça do Trabalho - Unidades com vínculo direto";"TRIBUNAL SUPERIOR DO TRABALHO";"Sem Informação";"Outros";"00491/2024";"FIERA MILANO BRASIL PUBLICACOES E EVENTOS LTDA";"12.591.077/0001-62";"Não se aplica";"180,00";
"05/04/2024";"09/04/2024";"09/04/2024";"09/04/2025";"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"INST. FED. DO NORTE DE MG/CAMPUS DIAMANTINA";"Pregão - Registro de Preço";"Outros";"00016/2024";"BRASILSEG COMPANHIA DE SEGUROS";"28.196.889/0001-43";"Não se aplica";"182,40";
"05/04/2024";"09/04/2024";"09/04/2024";"09/04/2025";"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG";"Pregão - Registro de Preço";"Outros";"00016/2024";"BRASILSEG COMPANHIA DE SEGUROS";"28.196.889/0001-43";"Não se aplica";"182,40";
"02/02/2024";"20/03/2024";"02/02/2024";"01/02/2025";"Ministério da Defesa";"Comando da Marinha";"CAPITANIA DOS PORTOS DO ESPIRITO SANTO";"Pregão - Registro de Preço";"Outros";"00032/2023";"PINHEIRO E LAIOLA LTDA";"***.016.097-**";"Não se aplica";"184,20";
"06/02/2024";"07/02/2024";"06/02/2024";"06/02/2025";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE MANAUS";"Pregão - Registro de Preço";"Outros";"00108/2023";"DISFARMA COMERCIO DE PRODUTOS FARMACEUTICOS DA AMAZONIA LTDA";"32.128.139/0001-01";"Não se aplica";"186,00";
"02/04/2024";"04/04/2024";"02/04/2024";"02/04/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Conselho Nacional de Desenvolvimento Científico e Tecnológico";"CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"Pregão - Registro de Preço";"Outros";"00028/2024";"IDPROMO COMERCIAL LTDA";"17.791.755/0001-54";"Não se aplica";"195,00";
"12/01/2024";"16/01/2024";"12/01/2024";"12/05/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Dispensa de Licitação";"Materiais";"00761/2023";"GRUPO AFP COMERCIO MANUTENCAO E SERVICOS LTDA";"40.802.913/0001-46";"Não se aplica";"195,96";
"11/03/2024";"13/03/2024";"11/03/2024";"11/03/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO CASSIANO ANTONIO DE MORAES";"Pregão - Registro de Preço";"Outros";"00016/2024";"EDWARDS LIFESCIENCES COMERCIO DE PRODUTOS MEDICO-CIRURGICOS LTDA.";"05.944.604/0005-33";"Não se aplica";"207,00";
"15/03/2024";"21/03/2024";"21/03/2024";"21/03/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"Pregão - Registro de Preço";"Outros";"00022/2024";"CMS CIENTIFICA DO BRASIL LTDA";"31.923.850/0001-95";"Não se aplica";"210,00";
"17/04/2024";"22/04/2024";"17/04/2024";"25/10/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - MEDIO PURUS";"Pregão - Registro de Preço";"Outros";"00025/2024";"AMAZON COMERCIO DE MATERIAL HOSPITALAR LTDA";"36.765.688/0001-48";"Não se aplica";"220,00";
"24/01/2024";"24/01/2024";"24/01/2024";"01/01/2025";"Ministério da Defesa";"Comando da Marinha";"ESTADO-MAIOR DA ARMADA";"Pregão - Registro de Preço";"Outros";"00002/2024";"CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E";"61.600.839/0001-55";"Não se aplica";"235,68";
"17/04/2024";"19/04/2024";"17/04/2024";"13/10/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão";"Outros";"00105/2024";"LOG LAB - COMERCIO DE PRODUTOS DE LABORATORIO";"21.895.553/0001-20";"Não se aplica";"245,00";
"05/03/2024";"15/03/2024";"05/03/2024";"03/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"Pregão - Registro de Preço";"Materiais";"00023/2024";"ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA";"08.697.852/0001-91";"Não se aplica";"245,00";
"04/03/2024";"05/03/2024";"04/03/2024";"07/03/2024";"Ministério da Defesa";"Comando do Exército";"62 BATALHAO DE INFANTARIA";"Pregão - Registro de Preço";"Outros";"00026/2024";"EQUIPSUL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS A SAUDE LTDA";"36.999.842/0001-46";"Não se aplica";"249,00";
"04/03/2024";"08/03/2024";"04/03/2024";"04/03/2025";"Ministério da Defesa";"Comando do Exército";"62 BATALHAO DE INFANTARIA";"Pregão - Registro de Preço";"Outros";"00042/2024";"EQUIPSUL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS A SAUDE LTDA";"36.999.842/0001-46";"Não se aplica";"249,00";
"22/02/2024";"26/02/2024";"26/02/2024";"26/08/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Dispensa de Licitação";"Outros";"00077/2024";"PAPYRUS MATERIAIS PARA ESCRITORIO LTDA";"20.764.981/0001-50";"Não se aplica";"250,00";
"23/01/2024";"26/01/2024";"23/01/2024";"23/01/2025";"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"INST.FED.DO NORTE DE MG/CAMPUS SALINAS";"Dispensa de Licitação";"Materiais";"00009/2024";"GABRIEL CARDOSO DE OLIVEIRA";"***.682.016-**";"Não se aplica";"263,00";
"31/01/2024";"06/02/2024";"02/02/2024";"01/05/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00026/2024";"NOVA DENTAL COMERCIO E SERVICOS LTDA";"22.810.157/0001-15";"Não se aplica";"264,00";
"01/02/2024";"06/02/2024";"01/02/2024";"30/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00034/2024";"S&S MARTINS DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA";"21.907.626/0001-56";"Não se aplica";"270,00";
"01/03/2024";"15/04/2024";"01/03/2024";"31/12/2024";"Ministério da Defesa";"Comando do Exército";"POLICLINICA MILITAR DE NITEROI";"Pregão - Registro de Preço";"Outros";"00008/2024";"F M DEODORO DE CEREAIS LTDA";"39.067.921/0001-07";"Não se aplica";"280,00";
"27/02/2024";"05/03/2024";"29/02/2024";"28/05/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00085/2024";"RJD HOSPITALAR LTDA";"05.136.679/0001-64";"Não se aplica";"284,00";
"27/03/2024";"01/04/2024";"27/03/2024";"27/03/2029";"Ministério da Educação";"Instituto Federal Farroupilha";"INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA";"Sem Informação";"Outros";"00004/2024";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"33.683.111/0001-07";"Não se aplica";"284,49";
"07/04/2024";"19/04/2024";"17/04/2024";"13/10/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão";"Outros";"00104/2024";"FERPEL COMERCIO E REPRESENTACAO LTDA";"14.067.722/0001-78";"Não se aplica";"286,00";
"25/01/2024";"06/02/2024";"02/04/2024";"02/04/2025";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Pregão - Registro de Preço";"Outros";"00023/2024";"SEGUROS SURA S.A.";"33.065.699/0001-27";"Não se aplica";"294,00";
"10/01/2024";"13/03/2024";"10/01/2024";"10/01/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSCAR";"Pregão";"Bens patrimoniais";"00006/2024";"BT COMERCIO INTELIGENTE LTDA";"45.329.312/0001-81";"Não se aplica";"294,28";
"02/04/2024";"04/04/2024";"02/04/2024";"02/04/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Pregão";"Outros";"00069/2024";"SIGMA-ALDRICH BRASIL LTDA";"68.337.658/0001-27";"Não se aplica";"297,50";
"14/03/2024";"16/04/2024";"18/03/2024";"13/12/2024";"Ministério da Educação";"Instituto Federal do Rio Grande do Sul";"INST.FED.DO RS/CAMPUS PORTO ALEGRE - RESTINGA";"Sem Informação";"Outros";"00026/2024";"JH2P-ENGENHARIA, CONSTRUCAO E DECORACAO LTDA";"03.992.117/0001-97";"Não se aplica";"298,75";
"07/03/2024";"08/03/2024";"08/03/2024";"08/03/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"Inexigibilidade de Licitação";"Serviços";"00005/2024";"CHEILA F. MEINERTZ";"22.271.932/0001-01";"Não se aplica";"300,00";
"06/02/2024";"16/02/2024";"06/02/2024";"06/02/2025";"Ministério da Defesa";"Comando do Exército";"14 BATALHAO LOGISTICO";"Pregão - Registro de Preço";"Serviços";"00001/2024";"KLEBER ROBSON F DA SILVA";"22.757.148/0001-08";"Não se aplica";"306,00";
"02/04/2024";"04/04/2024";"02/04/2024";"02/04/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Conselho Nacional de Desenvolvimento Científico e Tecnológico";"CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"Pregão - Registro de Preço";"Outros";"00023/2024";"4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA";"46.988.889/0001-68";"Não se aplica";"310,32";
"14/03/2024";"21/03/2024";"14/03/2024";"14/03/2029";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Outros";"00100/2024";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"06.628.333/0001-46";"Não se aplica";"324,00";
"01/02/2024";"06/02/2024";"02/02/2024";"01/05/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Materiais";"00022/2024";"CSMED PRODUTOS MEDICO-HOSPITALARES LTDA";"42.587.791/0001-48";"Não se aplica";"330,00";
"05/02/2024";"19/02/2024";"05/02/2024";"05/02/2025";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso";"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"Pregão - Registro de Preço";"Bens patrimoniais";"00033/2024";"INFANTARIA COMERCIAL LTDA";"20.795.155/0001-79";"Não se aplica";"332,04";
"18/01/2024";"23/01/2024";"18/01/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00003/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"341,48";
"23/01/2024";"25/01/2024";"23/01/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00004/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"341,48";
"14/03/2024";"18/03/2024";"14/03/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00019/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"341,48";
"22/03/2024";"25/03/2024";"22/03/2024";"22/03/2025";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"Pregão - Registro de Preço";"Outros";"00024/2024";"FRFA PRODUTOS PARA LABORATORIO LTDA";"48.982.775/0001-36";"Não se aplica";"370,00";
"27/02/2024";"29/02/2024";"27/02/2024";"27/08/2024";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 1 REGIAO MILITAR";"Pregão - Registro de Preço";"Materiais";"00005/2024";"ATV ASSESSORIA TECNICA EM VENDAS LTDA";"03.862.624/0001-06";"Não se aplica";"371,70";
"24/01/2024";"31/01/2024";"26/01/2024";"26/07/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Dispensa de Licitação";"Outros";"00027/2024";"LAD SOLUCOES INTEGRADAS LTDA";"47.134.863/0001-15";"Não se aplica";"378,00";
"01/03/2024";"07/03/2024";"04/03/2024";"04/03/2025";"Ministério da Defesa";"Comando do Exército";"62 BATALHAO DE INFANTARIA";"Pregão - Registro de Preço";"Bens patrimoniais";"00024/2024";"BETANIAMED COMERCIAL LTDA";"09.560.267/0001-08";"Não se aplica";"390,00";
"15/04/2024";"18/04/2024";"15/04/2024";"13/07/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Outros";"00144/2024";"INDUSTRIAS H. A. BARONE LTDA";"04.040.383/0001-82";"Não se aplica";"390,00";
"08/04/2024";"17/04/2024";"08/04/2024";"07/04/2025";"Ministério da Educação";"Instituto Federal Sul-rio-grandense";"INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO";"Sem Informação";"Outros";"00003/2024";"EXPRESS SERVICOS DE COLETA E TRANSPORTE DE RESIDUOS DO SERVICO DE SAUDE LTDA";"38.906.770/0001-70";"Não se aplica";"391,50";
"24/01/2024";"25/01/2024";"03/02/2024";"03/02/2025";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Pregão - Registro de Preço";"Serviços";"00017/2024";"SEGUROS SURA S.A.";"33.065.699/0001-27";"Não se aplica";"392,00";
"18/01/2024";"22/01/2024";"06/02/2024";"06/02/2025";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Pregão - Registro de Preço";"Outros";"00012/2024";"SEGUROS SURA S.A.";"33.065.699/0001-27";"Não se aplica";"392,00";
"05/03/2024";"15/03/2024";"05/03/2024";"03/06/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CEARA";"Pregão - Registro de Preço";"Materiais";"00018/2024";"HOSPLIVE DISTRIBUIDORA DE MATERIAIS HOSPITALARES LTDA";"46.321.558/0001-70";"Não se aplica";"394,00";
"26/03/2024";"15/04/2024";"26/03/2024";"21/01/2025";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DA GUARNICAO DE JP";"Dispensa de Licitação";"Outros";"00021/2024";"COOPERATIVA DOS APICULTORES DE CATOLE DO ROCHA LTDA";"10.757.730/0001-95";"Não se aplica";"403,36";
"20/02/2024";"21/02/2024";"20/02/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00010/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"404,17";
"07/03/2024";"12/03/2024";"07/03/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00016/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"404,17";
"14/03/2024";"15/03/2024";"14/03/2024";"31/12/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Pregão - Registro de Preço";"Serviços";"00018/2024";"SOLUCTION LOGISTICA E EVENTOS LTDA";"12.941.636/0001-17";"Não se aplica";"404,17";
